date,country,sector,mtco2_per_day
2026-05-26,EU27,Ground Transport,1.98026
2026-05-26,EU27,Industry,1.80882
2026-05-26,EU27,International Aviation,0.411109
2026-05-26,EU27,Power,0.940468
2026-05-26,EU27,Residential,0.441007
2026-05-27,EU27,Domestic Aviation,0.0551766
2026-05-27,EU27,Ground Transport,1.60137
2026-05-27,EU27,Industry,1.7624
2026-05-27,EU27,International Aviation,0.413519
2026-05-27,EU27,Power,0.916335
2026-05-27,EU27,Residential,0.47429
2026-05-28,EU27,Domestic Aviation,0.0542155
2026-05-28,EU27,Ground Transport,2.27203
2026-05-28,EU27,Industry,1.94263
2026-05-28,EU27,International Aviation,0.422778
2026-05-28,EU27,Power,1.01004
2026-05-28,EU27,Residential,0.487341
2026-05-29,EU27,Domestic Aviation,0.0519032
2026-05-29,EU27,Ground Transport,2.31768
2026-05-29,EU27,Industry,1.94372
2026-05-29,EU27,International Aviation,0.430376
2026-05-29,EU27,Power,1.01061
2026-05-29,EU27,Residential,0.507895
2026-05-30,EU27,Domestic Aviation,0.0415055
2026-05-30,EU27,Ground Transport,2.32167
2026-05-30,EU27,Industry,1.59903
2026-05-30,EU27,International Aviation,0.447238
2026-05-30,EU27,Power,0.83139
2026-05-30,EU27,Residential,0.477462
2026-05-31,EU27,Domestic Aviation,0.0404655
2026-05-31,EU27,Ground Transport,2.10308
2026-05-31,EU27,Industry,1.61776
2026-05-31,EU27,International Aviation,0.415716
2026-05-31,EU27,Power,0.841131
2026-05-31,EU27,Residential,0.414006
2024-01-01,India,Domestic Aviation,0.0653086
2024-01-01,India,Ground Transport,0.904376
2024-01-01,India,Industry,2.26602
2024-01-01,India,International Aviation,0.033453
2024-01-01,India,Power,4.54797
2024-01-01,India,Residential,0.755522
2024-01-02,India,Domestic Aviation,0.0656028
2024-01-02,India,Ground Transport,0.9474
2024-01-02,India,Industry,2.33571
2024-01-02,India,International Aviation,0.0335978
2024-01-02,India,Power,4.68784
2024-01-02,India,Residential,0.783259
2024-01-03,India,Domestic Aviation,0.064019
2024-01-03,India,Ground Transport,0.964168
2024-01-03,India,Industry,2.37645
2024-01-03,India,International Aviation,0.0379224
2024-01-03,India,Power,4.76962
2024-01-03,India,Residential,0.676256
2024-01-04,India,Domestic Aviation,0.064986
2024-01-04,India,Ground Transport,0.970195
2024-01-04,India,Industry,2.37761
2024-01-04,India,International Aviation,0.0360437
2024-01-04,India,Power,4.77194
2024-01-04,India,Residential,0.613895
2024-01-05,India,Domestic Aviation,0.0648299
2024-01-05,India,Ground Transport,0.980166
2024-01-05,India,Industry,2.39751
2024-01-05,India,International Aviation,0.0379399
2024-01-05,India,Power,4.81187
2024-01-05,India,Residential,0.579112
2024-01-06,India,Domestic Aviation,0.0646151
2024-01-06,India,Ground Transport,0.971101
2024-01-06,India,Industry,2.34194
2024-01-06,India,International Aviation,0.0388973
2024-01-06,India,Power,4.70035
2024-01-06,India,Residential,0.558119
2024-01-07,India,Domestic Aviation,0.0645314
2024-01-07,India,Ground Transport,0.876172
2024-01-07,India,Industry,2.2374
2024-01-07,India,International Aviation,0.0387518
2024-01-07,India,Power,4.49053
2024-01-07,India,Residential,0.551917
2024-01-08,India,Domestic Aviation,0.0652958
2024-01-08,India,Ground Transport,0.981046
2024-01-08,India,Industry,2.32979
2024-01-08,India,International Aviation,0.0336966
2024-01-08,India,Power,4.67596
2024-01-08,India,Residential,0.58806
2024-01-09,India,Domestic Aviation,0.0655022
2024-01-09,India,Ground Transport,0.986701
2024-01-09,India,Industry,2.32021
2024-01-09,India,International Aviation,0.0357361
2024-01-09,India,Power,4.65673
2024-01-09,India,Residential,0.615878
2024-01-10,India,Domestic Aviation,0.0654686
2024-01-10,India,Ground Transport,0.989434
2024-01-10,India,Industry,2.35323
2024-01-10,India,International Aviation,0.0383129
2024-01-10,India,Power,4.72301
2024-01-10,India,Residential,0.71443
2024-01-11,India,Domestic Aviation,0.0660936
2024-01-11,India,Ground Transport,0.976023
2024-01-11,India,Industry,2.36849
2024-01-11,India,International Aviation,0.0362091
2024-01-11,India,Power,4.75363
2024-01-11,India,Residential,0.857978
2024-01-12,India,Domestic Aviation,0.0660071
2024-01-12,India,Ground Transport,0.993871
2024-01-12,India,Industry,2.4156
2024-01-12,India,International Aviation,0.0369437
2024-01-12,India,Power,4.84819
2024-01-12,India,Residential,0.925643
2024-01-13,India,Domestic Aviation,0.0653465
2024-01-13,India,Ground Transport,0.973448
2024-01-13,India,Industry,2.46156
2024-01-13,India,International Aviation,0.0391713
2024-01-13,India,Power,4.94043
2024-01-13,India,Residential,0.885929
2024-01-14,India,Domestic Aviation,0.0561639
2024-01-14,India,Ground Transport,0.878473
2024-01-14,India,Industry,2.33801
2024-01-14,India,International Aviation,0.0370978
2024-01-14,India,Power,4.69246
2024-01-14,India,Residential,0.925743
2024-01-15,India,Domestic Aviation,0.0601985
2024-01-15,India,Ground Transport,0.960385
2024-01-15,India,Industry,2.36403
2024-01-15,India,International Aviation,0.0355262
2024-01-15,India,Power,4.74469
2024-01-15,India,Residential,0.945765
2024-01-16,India,Domestic Aviation,0.06341
2024-01-16,India,Ground Transport,0.985176
2024-01-16,India,Industry,2.41998
2024-01-16,India,International Aviation,0.0353059
2024-01-16,India,Power,4.85697
2024-01-16,India,Residential,0.964881
2024-01-17,India,Domestic Aviation,0.0640958
2024-01-17,India,Ground Transport,0.990368
2024-01-17,India,Industry,2.45394
2024-01-17,India,International Aviation,0.0383542
2024-01-17,India,Power,4.92513
2024-01-17,India,Residential,0.905099
2024-01-18,India,Domestic Aviation,0.0642044
2024-01-18,India,Ground Transport,0.986306
2024-01-18,India,Industry,2.46609
2024-01-18,India,International Aviation,0.0360833
2024-01-18,India,Power,4.94952
2024-01-18,India,Residential,0.897582
2024-01-19,India,Domestic Aviation,0.0625429
2024-01-19,India,Ground Transport,0.985755
2024-01-19,India,Industry,2.48151
2024-01-19,India,International Aviation,0.0378093
2024-01-19,India,Power,4.98046
2024-01-19,India,Residential,0.960453
2024-01-20,India,Domestic Aviation,0.0629744
2024-01-20,India,Ground Transport,0.984402
2024-01-20,India,Industry,2.48029
2024-01-20,India,International Aviation,0.0389282
2024-01-20,India,Power,4.97802
2024-01-20,India,Residential,0.960901
2024-01-21,India,Domestic Aviation,0.06203
2024-01-21,India,Ground Transport,0.89119
2024-01-21,India,Industry,2.4285
2024-01-21,India,International Aviation,0.0407183
2024-01-21,India,Power,4.87407
2024-01-21,India,Residential,1.04877
2024-01-22,India,Domestic Aviation,0.0630264
2024-01-22,India,Ground Transport,0.792721
2024-01-22,India,Industry,2.44362
2024-01-22,India,International Aviation,0.0358167
2024-01-22,India,Power,4.90443
2024-01-22,India,Residential,1.0758
2024-01-23,India,Domestic Aviation,0.0625626
2024-01-23,India,Ground Transport,0.990211
2024-01-23,India,Industry,2.47546
2024-01-23,India,International Aviation,0.0343394
2024-01-23,India,Power,4.96832
2024-01-23,India,Residential,0.992675
2024-01-24,India,Domestic Aviation,0.0625845
2024-01-24,India,Ground Transport,0.990179
2024-01-24,India,Industry,2.49846
2024-01-24,India,International Aviation,0.0384551
2024-01-24,India,Power,5.01448
2024-01-24,India,Residential,0.986974
2024-01-25,India,Domestic Aviation,0.0631489
2024-01-25,India,Ground Transport,1.00185
2024-01-25,India,Industry,2.48965
2024-01-25,India,International Aviation,0.0372901
2024-01-25,India,Power,4.99681
2024-01-25,India,Residential,0.947004
2024-01-26,India,Domestic Aviation,0.062608
2024-01-26,India,Ground Transport,0.64904
2024-01-26,India,Industry,2.36297
2024-01-26,India,International Aviation,0.0369764
2024-01-26,India,Power,4.74256
2024-01-26,India,Residential,0.841399
2024-01-27,India,Domestic Aviation,0.0655974
2024-01-27,India,Ground Transport,0.95903
2024-01-27,India,Industry,2.3984
2024-01-27,India,International Aviation,0.0384317
2024-01-27,India,Power,4.81366
2024-01-27,India,Residential,0.67323
2024-01-28,India,Domestic Aviation,0.0660075
2024-01-28,India,Ground Transport,0.852782
2024-01-28,India,Industry,2.42532
2024-01-28,India,International Aviation,0.0395404
2024-01-28,India,Power,4.86769
2024-01-28,India,Residential,0.593209
2024-01-29,India,Domestic Aviation,0.0660842
2024-01-29,India,Ground Transport,0.983743
2024-01-29,India,Industry,2.47499
2024-01-29,India,International Aviation,0.0340772
2024-01-29,India,Power,4.96739
2024-01-29,India,Residential,0.444934
2024-01-30,India,Domestic Aviation,0.0664826
2024-01-30,India,Ground Transport,0.993424
2024-01-30,India,Industry,2.51144
2024-01-30,India,International Aviation,0.0363003
2024-01-30,India,Power,5.04054
2024-01-30,India,Residential,0.361854
2024-01-31,India,Domestic Aviation,0.0651749
2024-01-31,India,Ground Transport,1.00414
2024-01-31,India,Industry,2.47171
2024-01-31,India,International Aviation,0.0376052
2024-01-31,India,Power,4.96079
2024-01-31,India,Residential,0.251822
2024-02-01,India,Domestic Aviation,0.0667844
2024-02-01,India,Ground Transport,1.03481
2024-02-01,India,Industry,2.48964
2024-02-01,India,International Aviation,0.0364645
2024-02-01,India,Power,4.84812
2024-02-01,India,Residential,1.17782
2024-02-02,India,Domestic Aviation,0.0659315
2024-02-02,India,Ground Transport,1.04365
2024-02-02,India,Industry,2.5542
2024-02-02,India,International Aviation,0.0371125
2024-02-02,India,Power,4.97384
2024-02-02,India,Residential,1.31842
2024-02-03,India,Domestic Aviation,0.0666684
2024-02-03,India,Ground Transport,1.02848
2024-02-03,India,Industry,2.54613
2024-02-03,India,International Aviation,0.039634
2024-02-03,India,Power,4.95812
2024-02-03,India,Residential,1.05682
2024-02-04,India,Domestic Aviation,0.0650739
2024-02-04,India,Ground Transport,0.913002
2024-02-04,India,Industry,2.41462
2024-02-04,India,International Aviation,0.0391641
2024-02-04,India,Power,4.70204
2024-02-04,India,Residential,1.0871
2024-02-05,India,Domestic Aviation,0.0671392
2024-02-05,India,Ground Transport,1.02482
2024-02-05,India,Industry,2.45373
2024-02-05,India,International Aviation,0.0347852
2024-02-05,India,Power,4.77819
2024-02-05,India,Residential,1.2062
2024-02-06,India,Domestic Aviation,0.0671782
2024-02-06,India,Ground Transport,1.03701
2024-02-06,India,Industry,2.5068
2024-02-06,India,International Aviation,0.0349705
2024-02-06,India,Power,4.88155
2024-02-06,India,Residential,1.68232
2024-02-07,India,Domestic Aviation,0.0678728
2024-02-07,India,Ground Transport,1.03604
2024-02-07,India,Industry,2.4965
2024-02-07,India,International Aviation,0.0376699
2024-02-07,India,Power,4.86149
2024-02-07,India,Residential,1.8222
2024-02-08,India,Domestic Aviation,0.0672104
2024-02-08,India,Ground Transport,1.03339
2024-02-08,India,Industry,2.45921
2024-02-08,India,International Aviation,0.0352752
2024-02-08,India,Power,4.78887
2024-02-08,India,Residential,2.18293
2024-02-09,India,Domestic Aviation,0.0675928
2024-02-09,India,Ground Transport,1.03025
2024-02-09,India,Industry,2.48404
2024-02-09,India,International Aviation,0.0367393
2024-02-09,India,Power,4.83722
2024-02-09,India,Residential,1.95841
2024-02-10,India,Domestic Aviation,0.067706
2024-02-10,India,Ground Transport,1.02326
2024-02-10,India,Industry,2.45767
2024-02-10,India,International Aviation,0.0394475
2024-02-10,India,Power,4.78587
2024-02-10,India,Residential,1.50523
2024-02-11,India,Domestic Aviation,0.0673381
2024-02-11,India,Ground Transport,0.935799
2024-02-11,India,Industry,2.36179
2024-02-11,India,International Aviation,0.0382939
2024-02-11,India,Power,4.59917
2024-02-11,India,Residential,1.15793
2024-02-12,India,Domestic Aviation,0.0672674
2024-02-12,India,Ground Transport,1.02671
2024-02-12,India,Industry,2.4436
2024-02-12,India,International Aviation,0.0353253
2024-02-12,India,Power,4.75847
2024-02-12,India,Residential,0.722957
2024-02-13,India,Domestic Aviation,0.0678289
2024-02-13,India,Ground Transport,1.01838
2024-02-13,India,Industry,2.49094
2024-02-13,India,International Aviation,0.0344268
2024-02-13,India,Power,4.85066
2024-02-13,India,Residential,0.519588
2024-02-14,India,Domestic Aviation,0.0671846
2024-02-14,India,Ground Transport,1.03053
2024-02-14,India,Industry,2.48042
2024-02-14,India,International Aviation,0.038083
2024-02-14,India,Power,4.83018
2024-02-14,India,Residential,0.469036
2024-02-15,India,Domestic Aviation,0.0665297
2024-02-15,India,Ground Transport,1.00595
2024-02-15,India,Industry,2.45961
2024-02-15,India,International Aviation,0.036536
2024-02-15,India,Power,4.78966
2024-02-15,India,Residential,0.453822
2024-02-16,India,Domestic Aviation,0.067044
2024-02-16,India,Ground Transport,1.01205
2024-02-16,India,Industry,2.45678
2024-02-16,India,International Aviation,0.0353525
2024-02-16,India,Power,4.78413
2024-02-16,India,Residential,0.416666
2024-02-17,India,Domestic Aviation,0.0673234
2024-02-17,India,Ground Transport,1.02299
2024-02-17,India,Industry,2.47922
2024-02-17,India,International Aviation,0.0389709
2024-02-17,India,Power,4.82783
2024-02-17,India,Residential,0.373608
2024-02-18,India,Domestic Aviation,0.0668125
2024-02-18,India,Ground Transport,0.903691
2024-02-18,India,Industry,2.36912
2024-02-18,India,International Aviation,0.0386305
2024-02-18,India,Power,4.61344
2024-02-18,India,Residential,0.172523
2024-02-19,India,Domestic Aviation,0.0671059
2024-02-19,India,Ground Transport,0.984755
2024-02-19,India,Industry,2.34533
2024-02-19,India,International Aviation,0.0349302
2024-02-19,India,Power,4.5671
2024-02-19,India,Residential,0.142247
2024-02-20,India,Domestic Aviation,0.0665877
2024-02-20,India,Ground Transport,1.02435
2024-02-20,India,Industry,2.48142
2024-02-20,India,International Aviation,0.0327101
2024-02-20,India,Power,4.83211
2024-02-20,India,Residential,0.184086
2024-02-21,India,Domestic Aviation,0.0666235
2024-02-21,India,Ground Transport,1.03116
2024-02-21,India,Industry,2.47337
2024-02-21,India,International Aviation,0.0372819
2024-02-21,India,Power,4.81644
2024-02-21,India,Residential,0.29466
2024-02-22,India,Domestic Aviation,0.0672766
2024-02-22,India,Ground Transport,1.02151
2024-02-22,India,Industry,2.49845
2024-02-22,India,International Aviation,0.0356199
2024-02-22,India,Power,4.86528
2024-02-22,India,Residential,0.421911
2024-02-23,India,Domestic Aviation,0.0680024
2024-02-23,India,Ground Transport,1.02758
2024-02-23,India,Industry,2.52739
2024-02-23,India,International Aviation,0.0377792
2024-02-23,India,Power,4.92164
2024-02-23,India,Residential,0.645786
2024-02-24,India,Domestic Aviation,0.067225
2024-02-24,India,Ground Transport,1.00452
2024-02-24,India,Industry,2.53902
2024-02-24,India,International Aviation,0.0389939
2024-02-24,India,Power,4.94429
2024-02-24,India,Residential,0.566058
2024-02-25,India,Domestic Aviation,0.067069
2024-02-25,India,Ground Transport,0.856876
2024-02-25,India,Industry,2.38947
2024-02-25,India,International Aviation,0.0392465
2024-02-25,India,Power,4.65306
2024-02-25,India,Residential,0.473375
2024-02-26,India,Domestic Aviation,0.0675706
2024-02-26,India,Ground Transport,1.00657
2024-02-26,India,Industry,2.43391
2024-02-26,India,International Aviation,0.0345886
2024-02-26,India,Power,4.7396
2024-02-26,India,Residential,0.317985
2024-02-27,India,Domestic Aviation,0.0678063
2024-02-27,India,Ground Transport,1.02411
2024-02-27,India,Industry,2.38808
2024-02-27,India,International Aviation,0.0347604
2024-02-27,India,Power,4.65035
2024-02-27,India,Residential,0.371843
2024-02-28,India,Domestic Aviation,0.0673634
2024-02-28,India,Ground Transport,1.02963
2024-02-28,India,Industry,2.43302
2024-02-28,India,International Aviation,0.0379964
2024-02-28,India,Power,4.73787
2024-02-28,India,Residential,0.251103
2024-03-01,India,Domestic Aviation,0.0685129
2024-03-01,India,Ground Transport,1.09672
2024-03-01,India,Industry,2.4872
2024-03-01,India,International Aviation,0.0372952
2024-03-01,India,Power,4.85951
2024-03-01,India,Residential,0.566488
2024-03-02,India,Domestic Aviation,0.0677036
2024-03-02,India,Ground Transport,1.09329
2024-03-02,India,Industry,2.29298
2024-03-02,India,International Aviation,0.0390138
2024-03-02,India,Power,4.48005
2024-03-02,India,Residential,0.621303
2024-03-03,India,Domestic Aviation,0.0677027
2024-03-03,India,Ground Transport,0.96254
2024-03-03,India,Industry,2.17366
2024-03-03,India,International Aviation,0.0390839
2024-03-03,India,Power,4.24691
2024-03-03,India,Residential,1.86991
2024-03-04,India,Domestic Aviation,0.0674039
2024-03-04,India,Ground Transport,1.0954
2024-03-04,India,Industry,2.33326
2024-03-04,India,International Aviation,0.0340022
2024-03-04,India,Power,4.55875
2024-03-04,India,Residential,2.39655
2024-03-05,India,Domestic Aviation,0.0685248
2024-03-05,India,Ground Transport,1.09524
2024-03-05,India,Industry,2.40285
2024-03-05,India,International Aviation,0.0351247
2024-03-05,India,Power,4.69471
2024-03-05,India,Residential,2.62903
2024-03-06,India,Domestic Aviation,0.0679602
2024-03-06,India,Ground Transport,1.10216
2024-03-06,India,Industry,2.47086
2024-03-06,India,International Aviation,0.0376094
2024-03-06,India,Power,4.82759
2024-03-06,India,Residential,1.98051
2024-03-07,India,Domestic Aviation,0.069086
2024-03-07,India,Ground Transport,1.11092
2024-03-07,India,Industry,2.48467
2024-03-07,India,International Aviation,0.0366599
2024-03-07,India,Power,4.85457
2024-03-07,India,Residential,0.832552
2024-03-08,India,Domestic Aviation,0.0686991
2024-03-08,India,Ground Transport,1.04033
2024-03-08,India,Industry,2.47036
2024-03-08,India,International Aviation,0.0366404
2024-03-08,India,Power,4.82661
2024-03-08,India,Residential,0.683925
2024-03-09,India,Domestic Aviation,0.0686222
2024-03-09,India,Ground Transport,1.06474
2024-03-09,India,Industry,2.45283
2024-03-09,India,International Aviation,0.0367745
2024-03-09,India,Power,4.79237
2024-03-09,India,Residential,0.527036
2024-03-10,India,Domestic Aviation,0.0677529
2024-03-10,India,Ground Transport,0.928729
2024-03-10,India,Industry,2.42463
2024-03-10,India,International Aviation,0.0393293
2024-03-10,India,Power,4.73726
2024-03-10,India,Residential,0.346499
2024-03-11,India,Domestic Aviation,0.0676958
2024-03-11,India,Ground Transport,1.09364
2024-03-11,India,Industry,2.52303
2024-03-11,India,International Aviation,0.034381
2024-03-11,India,Power,4.92953
2024-03-11,India,Residential,0.351088
2024-03-12,India,Domestic Aviation,0.0679692
2024-03-12,India,Ground Transport,1.0924
2024-03-12,India,Industry,2.57961
2024-03-12,India,International Aviation,0.0344267
2024-03-12,India,Power,5.04007
2024-03-12,India,Residential,0.385043
2024-03-13,India,Domestic Aviation,0.067333
2024-03-13,India,Ground Transport,1.09695
2024-03-13,India,Industry,2.57612
2024-03-13,India,International Aviation,0.0359154
2024-03-13,India,Power,5.03325
2024-03-13,India,Residential,2.70361
2024-03-14,India,Domestic Aviation,0.0681393
2024-03-14,India,Ground Transport,1.08569
2024-03-14,India,Industry,2.58619
2024-03-14,India,International Aviation,0.0365321
2024-03-14,India,Power,5.05293
2024-03-14,India,Residential,2.14572
2024-03-15,India,Domestic Aviation,0.0685283
2024-03-15,India,Ground Transport,1.10201
2024-03-15,India,Industry,2.63657
2024-03-15,India,International Aviation,0.0376582
2024-03-15,India,Power,5.15135
2024-03-15,India,Residential,0.367317
2024-03-16,India,Domestic Aviation,0.0680081
2024-03-16,India,Ground Transport,1.09489
2024-03-16,India,Industry,2.60608
2024-03-16,India,International Aviation,0.0385457
2024-03-16,India,Power,5.09179
2024-03-16,India,Residential,0.361138
2024-03-17,India,Domestic Aviation,0.0677882
2024-03-17,India,Ground Transport,0.954196
2024-03-17,India,Industry,2.4717
2024-03-17,India,International Aviation,0.0381876
2024-03-17,India,Power,4.82923
2024-03-17,India,Residential,0.335869
2024-03-18,India,Domestic Aviation,0.0684914
2024-03-18,India,Ground Transport,1.08951
2024-03-18,India,Industry,2.57972
2024-03-18,India,International Aviation,0.0345385
2024-03-18,India,Power,5.04029
2024-03-18,India,Residential,0.327777
2024-03-19,India,Domestic Aviation,0.0686334
2024-03-19,India,Ground Transport,1.09533
2024-03-19,India,Industry,2.58
2024-03-19,India,International Aviation,0.033438
2024-03-19,India,Power,5.04083
2024-03-19,India,Residential,0.342499
2024-03-20,India,Domestic Aviation,0.0677308
2024-03-20,India,Ground Transport,1.10069
2024-03-20,India,Industry,2.49824
2024-03-20,India,International Aviation,0.0380049
2024-03-20,India,Power,4.88109
2024-03-20,India,Residential,0.39257
2024-03-21,India,Domestic Aviation,0.0696687
2024-03-21,India,Ground Transport,1.09188
2024-03-21,India,Industry,2.48345
2024-03-21,India,International Aviation,0.0368289
2024-03-21,India,Power,4.8522
2024-03-21,India,Residential,0.393702
2024-03-22,India,Domestic Aviation,0.0697059
2024-03-22,India,Ground Transport,1.09673
2024-03-22,India,Industry,2.52953
2024-03-22,India,International Aviation,0.0367861
2024-03-22,India,Power,4.94221
2024-03-22,India,Residential,0.350075
2024-03-23,India,Domestic Aviation,0.0692293
2024-03-23,India,Ground Transport,1.07303
2024-03-23,India,Industry,2.54445
2024-03-23,India,International Aviation,0.0385514
2024-03-23,India,Power,4.97137
2024-03-23,India,Residential,0.33282
2024-03-24,India,Domestic Aviation,0.0686156
2024-03-24,India,Ground Transport,0.701993
2024-03-24,India,Industry,2.40943
2024-03-24,India,International Aviation,0.0387295
2024-03-24,India,Power,4.70756
2024-03-24,India,Residential,0.331576
2024-03-25,India,Domestic Aviation,0.0670823
2024-03-25,India,Ground Transport,0.246026
2024-03-25,India,Industry,2.23918
2024-03-25,India,International Aviation,0.0340802
2024-03-25,India,Power,4.37493
2024-03-25,India,Residential,0.276894
2024-03-26,India,Domestic Aviation,0.069816
2024-03-26,India,Ground Transport,0.967154
2024-03-26,India,Industry,2.37855
2024-03-26,India,International Aviation,0.0346468
2024-03-26,India,Power,4.64724
2024-03-26,India,Residential,0.253579
2024-03-27,India,Domestic Aviation,0.0687922
2024-03-27,India,Ground Transport,1.06011
2024-03-27,India,Industry,2.54928
2024-03-27,India,International Aviation,0.0384792
2024-03-27,India,Power,4.9808
2024-03-27,India,Residential,0.223478
2024-03-28,India,Domestic Aviation,0.0693566
2024-03-28,India,Ground Transport,1.06489
2024-03-28,India,Industry,2.64899
2024-03-28,India,International Aviation,0.0364102
2024-03-28,India,Power,5.17562
2024-03-28,India,Residential,0.182929
2024-03-29,India,Domestic Aviation,0.0694024
2024-03-29,India,Ground Transport,1.01647
2024-03-29,India,Industry,2.67631
2024-03-29,India,International Aviation,0.0371917
2024-03-29,India,Power,5.229
2024-03-29,India,Residential,0.164102
2024-03-30,India,Domestic Aviation,0.0685497
2024-03-30,India,Ground Transport,1.06217
2024-03-30,India,Industry,2.61937
2024-03-30,India,International Aviation,0.0386044
2024-03-30,India,Power,5.11774
2024-03-30,India,Residential,0.221467
2024-03-31,India,Domestic Aviation,0.0675016
2024-03-31,India,Ground Transport,0.936948
2024-03-31,India,Industry,2.52697
2024-03-31,India,International Aviation,0.0392484
2024-03-31,India,Power,4.93723
2024-03-31,India,Residential,0.233846
2024-04-01,India,Domestic Aviation,0.068119
2024-04-01,India,Ground Transport,1.06662
2024-04-01,India,Industry,2.28706
2024-04-01,India,International Aviation,0.0343689
2024-04-01,India,Power,4.97335
2024-04-01,India,Residential,0.857622
2024-04-02,India,Domestic Aviation,0.0689927
2024-04-02,India,Ground Transport,1.08375
2024-04-02,India,Industry,2.35596
2024-04-02,India,International Aviation,0.0334768
2024-04-02,India,Power,5.12319
2024-04-02,India,Residential,0.774605
2024-04-03,India,Domestic Aviation,0.0679491
2024-04-03,India,Ground Transport,1.08769
2024-04-03,India,Industry,2.3921
2024-04-03,India,International Aviation,0.0369895
2024-04-03,India,Power,5.20177
2024-04-03,India,Residential,0.7321
2024-04-04,India,Domestic Aviation,0.0690041
2024-04-04,India,Ground Transport,1.08667
2024-04-04,India,Industry,2.44107
2024-04-04,India,International Aviation,0.0350343
2024-04-04,India,Power,5.30825
2024-04-04,India,Residential,0.701545
2024-04-05,India,Domestic Aviation,0.0692929
2024-04-05,India,Ground Transport,1.08307
2024-04-05,India,Industry,2.45061
2024-04-05,India,International Aviation,0.0377329
2024-04-05,India,Power,5.329
2024-04-05,India,Residential,0.751433
2024-04-06,India,Domestic Aviation,0.0681543
2024-04-06,India,Ground Transport,1.08078
2024-04-06,India,Industry,2.43382
2024-04-06,India,International Aviation,0.0362522
2024-04-06,India,Power,5.29249
2024-04-06,India,Residential,0.794281
2024-04-07,India,Domestic Aviation,0.0680561
2024-04-07,India,Ground Transport,0.951565
2024-04-07,India,Industry,2.31338
2024-04-07,India,International Aviation,0.0375086
2024-04-07,India,Power,5.03059
2024-04-07,India,Residential,0.799984
2024-04-08,India,Domestic Aviation,0.0693332
2024-04-08,India,Ground Transport,1.08402
2024-04-08,India,Industry,2.35459
2024-04-08,India,International Aviation,0.0337285
2024-04-08,India,Power,5.12021
2024-04-08,India,Residential,0.848588
2024-04-09,India,Domestic Aviation,0.0690525
2024-04-09,India,Ground Transport,1.00387
2024-04-09,India,Industry,2.36935
2024-04-09,India,International Aviation,0.0339407
2024-04-09,India,Power,5.1523
2024-04-09,India,Residential,0.80366
2024-04-10,India,Domestic Aviation,0.0682745
2024-04-10,India,Ground Transport,1.0813
2024-04-10,India,Industry,2.37608
2024-04-10,India,International Aviation,0.0375476
2024-04-10,India,Power,5.16694
2024-04-10,India,Residential,0.715081
2024-04-11,India,Domestic Aviation,0.068047
2024-04-11,India,Ground Transport,0.937628
2024-04-11,India,Industry,2.34573
2024-04-11,India,International Aviation,0.0347302
2024-04-11,India,Power,5.10093
2024-04-11,India,Residential,0.81784
2024-04-12,India,Domestic Aviation,0.0691239
2024-04-12,India,Ground Transport,1.06495
2024-04-12,India,Industry,2.35465
2024-04-12,India,International Aviation,0.0369648
2024-04-12,India,Power,5.12033
2024-04-12,India,Residential,0.736653
2024-04-13,India,Domestic Aviation,0.0689485
2024-04-13,India,Ground Transport,1.05854
2024-04-13,India,Industry,2.34271
2024-04-13,India,International Aviation,0.0371637
2024-04-13,India,Power,5.09438
2024-04-13,India,Residential,0.638491
2024-04-14,India,Domestic Aviation,0.0687953
2024-04-14,India,Ground Transport,0.912482
2024-04-14,India,Industry,2.23782
2024-04-14,India,International Aviation,0.0376184
2024-04-14,India,Power,4.86628
2024-04-14,India,Residential,0.777496
2024-04-15,India,Domestic Aviation,0.0691745
2024-04-15,India,Ground Transport,1.07103
2024-04-15,India,Industry,2.38849
2024-04-15,India,International Aviation,0.0350555
2024-04-15,India,Power,5.19392
2024-04-15,India,Residential,0.634669
2024-04-16,India,Domestic Aviation,0.0685279
2024-04-16,India,Ground Transport,1.07972
2024-04-16,India,Industry,2.4042
2024-04-16,India,International Aviation,0.0338743
2024-04-16,India,Power,5.22809
2024-04-16,India,Residential,0.690838
2024-04-17,India,Domestic Aviation,0.0680588
2024-04-17,India,Ground Transport,1.02135
2024-04-17,India,Industry,2.42186
2024-04-17,India,International Aviation,0.0345998
2024-04-17,India,Power,5.26649
2024-04-17,India,Residential,0.545367
2024-04-18,India,Domestic Aviation,0.0690788
2024-04-18,India,Ground Transport,1.08366
2024-04-18,India,Industry,2.43125
2024-04-18,India,International Aviation,0.0338145
2024-04-18,India,Power,5.28692
2024-04-18,India,Residential,0.621192
2024-04-19,India,Domestic Aviation,0.0702962
2024-04-19,India,Ground Transport,1.06436
2024-04-19,India,Industry,2.33934
2024-04-19,India,International Aviation,0.0358627
2024-04-19,India,Power,5.08704
2024-04-19,India,Residential,0.646183
2024-04-20,India,Domestic Aviation,0.069513
2024-04-20,India,Ground Transport,1.05303
2024-04-20,India,Industry,2.38732
2024-04-20,India,International Aviation,0.0385531
2024-04-20,India,Power,5.19138
2024-04-20,India,Residential,0.642942
2024-04-21,India,Domestic Aviation,0.0688725
2024-04-21,India,Ground Transport,0.924031
2024-04-21,India,Industry,2.31497
2024-04-21,India,International Aviation,0.0379804
2024-04-21,India,Power,5.03406
2024-04-21,India,Residential,0.580178
2024-04-22,India,Domestic Aviation,0.0694984
2024-04-22,India,Ground Transport,1.06263
